gene	p_val	avg_diff	pct.1	pct.2	CellType	Exp	Exp+
1700019M22Rik	0	1.53367088	0.806	0.32	Elongating	2.753641201	2.957233291
Tmem53	0	1.532039361	0.865	0.401	Elongating	2.589309661	2.724193234
Ppp1r2-ps7	0	1.528540642	0.624	0.12	Elongating	1.927941911	2.34333978
Csnk1g2	0	1.523057505	0.783	0.296	Elongating	2.260530701	2.482480137
4930571K23Rik	0	1.520562535	0.721	0.219	Elongating	2.100946819	2.39393725
2810408A11Rik	0	1.515990225	0.775	0.261	Elongating	2.260314964	2.491536628
Ift172	0	1.507345467	0.778	0.341	Elongating	2.262176494	2.490398207
Smim23	0	1.505813384	0.782	0.198	Elongating	2.217064816	2.438691223
Iqcf1	0	1.498996318	0.776	0.234	Elongating	2.431549538	2.665274877
Clpb	0	1.498771481	0.785	0.313	Elongating	2.281146763	2.501438382
Fam71d	0	1.488266895	0.806	0.302	Elongating	2.434218757	2.633258401
Gabarapl1	0	1.48721178	0.81	0.356	Elongating	2.397166966	2.590690436
Clmn	0	1.482482911	0.66	0.143	Elongating	1.900857206	2.264778283
Dcun1d1	0	1.479558053	0.854	0.42	Elongating	2.547912709	2.693865464
Cep85l	0	1.478619791	0.83	0.338	Elongating	2.482694642	2.654951938
1700009J07Rik	0	1.473416104	0.596	0.072	Elongating	1.690193922	2.129896761
Cdv3	0	1.473022446	0.896	0.424	Elongating	2.760077414	2.862779719
Spata6	0	1.472251323	0.958	0.613	Elongating	3.271676554	3.313428946
Aif1	0	1.469275407	0.868	0.378	Elongating	2.950500205	3.084645348
Bag1	0	1.46182801	0.948	0.682	Elongating	3.146008995	3.197308673
Asb17	0	1.458296911	0.753	0.212	Elongating	2.336220949	2.595979224
Tssk3	0	1.457520438	0.8	0.299	Elongating	2.315332771	2.518775983
Tctex1d1	0	1.448662056	0.694	0.176	Elongating	1.982541884	2.304378796
Odf1	0	1.44288941	0.759	0.31	Elongating	2.370311466	2.623634247
Gm11634	0	1.442378422	0.588	0.071	Elongating	1.703043519	2.15552909
Odf2	0	1.434975969	0.997	0.768	Elongating	4.110103219	4.112640811
Reep6	0	1.434651653	0.679	0.207	Elongating	1.936949165	2.277318298
Fam134b	0	1.431189468	0.618	0.105	Elongating	1.738493987	2.150805886
Eif4e	0	1.426598009	0.821	0.408	Elongating	2.400019162	2.581384715
Nt5c1b	0	1.425467236	0.842	0.353	Elongating	2.564434549	2.724598446
1700080E11Rik	0	1.425068506	0.57	0.065	Elongating	1.633046443	2.10716737
Tspan6	0	1.420002086	0.654	0.145	Elongating	1.844651007	2.212450401
4933402P03Rik	0	1.414977439	0.643	0.134	Elongating	1.79916932	2.180219764
Atl3	0	1.414460044	0.696	0.205	Elongating	1.977078907	2.296909536
Ube2j1	0	1.409305857	0.821	0.45	Elongating	2.420959936	2.60266836
Gm9999	0	1.406883462	0.946	0.437	Elongating	3.236783629	3.290281634
Galntl5	0	1.400669003	0.84	0.358	Elongating	2.798222534	2.963178243
Rnf138	0	1.398478248	0.918	0.572	Elongating	2.893242352	2.974555137
Fam187b	0	1.397729522	0.757	0.259	Elongating	2.122374312	2.370997582
Morn3	0	1.397540068	0.756	0.238	Elongating	2.10823432	2.357881883
Acsl1	0	1.390257024	0.73	0.276	Elongating	2.119806777	2.401667688
Fam71f1	0	1.389130967	0.658	0.278	Elongating	2.239878417	2.621439404
Ms4a5	0	1.382554158	0.84	0.347	Elongating	2.59805892	2.760826192
Ube2n	0	1.380049835	0.711	0.31	Elongating	2.101632226	2.406972113
Prss58	0	1.371326366	0.567	0.109	Elongating	1.774154253	2.265520066
Knstrn	0	1.367319359	0.693	0.234	Elongating	1.927653924	2.248571194
Eif4h	0	1.367116663	0.764	0.375	Elongating	2.172432133	2.413806428
Agpat2	0	1.361910191	0.595	0.087	Elongating	1.669896515	2.110408029
1700034I23Rik	0	1.35638284	0.675	0.242	Elongating	1.956196529	2.302731985
1700019D03Rik	0	1.349149754	0.885	0.351	Elongating	2.691420208	2.805316486
Atp1a4	0	1.348886562	0.719	0.242	Elongating	2.109760666	2.404402057
Mex3d	0	1.34309498	0.712	0.239	Elongating	2.058891297	2.360893061
1700003F12Rik	0	1.341456094	0.89	0.375	Elongating	2.739014513	2.848608937
RP24-183G19.6	0	1.333096188	0.574	0.087	Elongating	1.605638578	2.071418213
Isca1	0	1.332177664	0.773	0.434	Elongating	2.223055051	2.455869913
Bzw1	0	1.329828424	0.84	0.39	Elongating	2.508446354	2.669241123
Bpifa3	0	1.329789241	0.543	0.071	Elongating	1.526963122	2.032761034
Kif2c	0	1.327795403	0.696	0.285	Elongating	1.948635014	2.266804951
Hook1	0	1.325312991	0.935	0.616	Elongating	3.045369224	3.109345841
Mlf1	0	1.321767403	0.98	0.685	Elongating	3.533847324	3.553622262
Lrrc18	0	1.31577711	0.899	0.383	Elongating	2.773676352	2.873759688
Gm4665	0	1.314694283	0.496	0.062	Elongating	1.511736152	2.095256725
Proca1	0	1.312816306	0.814	0.345	Elongating	2.434386699	2.623532041
Ubqlnl	0	1.312495766	0.524	0.068	Elongating	1.483731001	2.015095656
1700092M07Rik	0	1.307912581	0.751	0.227	Elongating	2.223287205	2.482885142
Wasf2	0	1.307607456	0.674	0.219	Elongating	1.952638355	2.300417954
Tsks	0	1.306330464	0.793	0.319	Elongating	2.320233243	2.531303608
Dnajc5b	0	1.304717709	0.807	0.325	Elongating	2.394043127	2.590285329
Dnajb3	0	1.298798021	0.964	0.68	Elongating	3.549625204	3.585326331
Chn2	0	1.297841038	0.716	0.236	Elongating	2.166491501	2.467711294
Herpud1	0	1.297428712	0.644	0.214	Elongating	1.766215816	2.144119442
Agpat6	0	1.296276227	0.769	0.452	Elongating	2.25593924	2.494258674
Pwwp2b	0	1.295830637	0.654	0.204	Elongating	1.858755697	2.228604728
Dynll2	0	1.294291662	0.939	0.579	Elongating	3.377874467	3.438656111
Spata19	0	1.293390861	0.823	0.398	Elongating	2.916010832	3.101206349
Nbr1	0	1.292846572	0.681	0.271	Elongating	1.952956439	2.290889754
1700029B22Rik	0	1.292069974	0.542	0.071	Elongating	1.516336785	2.023381574
Pgk2	0	1.282373873	0.918	0.572	Elongating	2.923831936	3.004498158
Agpat3	0	1.280173292	0.813	0.504	Elongating	2.351672463	2.540246827
Actg2	0	1.276687287	0.686	0.221	Elongating	1.93112467	2.261255401
4930563D23Rik	0	1.275365406	0.756	0.263	Elongating	2.166022435	2.416835771
1700013G24Rik	0	1.273018512	0.85	0.362	Elongating	2.606210842	2.757813084
1700020A23Rik	0	1.272817717	0.53	0.07	Elongating	1.468073597	1.98760136
Stk35	0	1.272423009	0.66	0.286	Elongating	1.846333969	2.206838212
Glrx2	0	1.271390922	0.716	0.314	Elongating	2.096032519	2.39459994
Tssk2	0	1.265914594	0.827	0.334	Elongating	2.443257572	2.617987147
Rbm28	0	1.264334893	0.722	0.298	Elongating	2.085260031	2.375403701
Mical3	0	1.26401198	0.602	0.172	Elongating	1.691012992	2.122758387
Rcc1	0	1.263716895	0.594	0.16	Elongating	1.642803892	2.082383129
Pmfbp1	0	1.260654211	0.898	0.4	Elongating	2.8182616	2.919738443
Spata32	0	1.258218918	0.508	0.078	Elongating	1.441262132	1.994963018
Iqcf5	0	1.257880329	0.746	0.293	Elongating	2.156694968	2.42009968
Gpd2	0	1.256164846	0.787	0.342	Elongating	2.363716222	2.58258034
Osbp2	0	1.249575848	0.667	0.317	Elongating	1.919876821	2.274756329
Bcl2l14	0	1.239136474	0.729	0.306	Elongating	2.111048108	2.393935875
Akap12	0	1.232603366	0.98	0.736	Elongating	3.606703388	3.626519697
Hk1	0	1.231516602	0.759	0.44	Elongating	2.252427255	2.503043083
Isg20l2	0	1.229700253	0.634	0.214	Elongating	1.76838805	2.159856668
D830044I16Rik	0	1.229161659	0.897	0.421	Elongating	2.748894087	2.85120369
1700010D01Rik	0	1.226849327	0.608	0.222	Elongating	1.797528142	2.228075111
Ak1	0	1.226184967	0.623	0.252	Elongating	1.741437362	2.146404776
Luzp1	0	1.217612919	0.813	0.37	Elongating	2.465370712	2.65675342
Gpi1	0	1.210494404	0.632	0.197	Elongating	1.749252598	2.141334049
Zfand3	0	1.208437656	0.886	0.569	Elongating	2.728516161	2.841891814
Srpk2	0	1.208359179	0.896	0.575	Elongating	2.771751047	2.874848978
Lipe	0	1.205087111	0.522	0.11	Elongating	1.47853285	2.012778961
Atp1b3	0	1.204699552	0.797	0.465	Elongating	2.295175881	2.501344719
BC049635	0	1.202935165	0.801	0.319	Elongating	2.382842964	2.586375915
Gm136	0	1.201009391	0.496	0.092	Elongating	1.570921842	2.161063536
Gstt4	0	1.198043071	0.826	0.364	Elongating	2.515973014	2.692968433
Itpr3os	0	1.186913682	0.459	0.052	Elongating	1.3232798	1.946015533
Spata20	0	1.186698596	0.836	0.416	Elongating	2.453932424	2.619186301
Gm11780	0	1.186032505	0.534	0.148	Elongating	1.516239194	2.036250755
Dlgap4	0	1.180858378	0.583	0.145	Elongating	1.632844505	2.087803476
Col20a1	0	1.180400251	0.497	0.079	Elongating	1.417862951	1.986364294
Spata7	0	1.169275914	0.83	0.411	Elongating	2.459276996	2.630684219
Spata21	0	1.167379782	0.84	0.379	Elongating	2.518296744	2.679220509
AF366264	0	1.166428513	0.511	0.129	Elongating	1.467531992	2.019738716
Pdzd8	0	1.16091924	0.615	0.258	Elongating	1.78580642	2.205600284
1700084M14Rik	0	1.154010897	0.577	0.21	Elongating	1.691236319	2.160695872
Rbm4b	0	1.149298493	0.727	0.397	Elongating	2.02788365	2.310448435
Cby3	0	1.145971263	0.436	0.042	Elongating	1.258333632	1.914014144
Ms4a14	0	1.145445301	0.662	0.275	Elongating	1.907362702	2.268956639
Ube2k	0	1.141890967	0.879	0.626	Elongating	2.715730383	2.836280942
Tmsb15a	0	1.139964579	0.555	0.17	Elongating	1.614143753	2.1103907
Spatc1	0	1.139120518	0.48	0.077	Elongating	1.334972409	1.920981976
Chl1	0	1.138926242	0.832	0.369	Elongating	2.476178539	2.64563024
Lrrc51	0	1.137291119	0.874	0.574	Elongating	2.658366826	2.78460623
Gm10731	0	1.13703321	0.551	0.188	Elongating	1.591917716	2.092704511
4930557A04Rik	0	1.136831468	0.473	0.118	Elongating	1.544835431	2.173330144
Tsacc	0	1.136301055	0.9	0.611	Elongating	2.772365509	2.871486782
Pdzk1	0	1.134886229	0.691	0.276	Elongating	1.949559023	2.274632413
BB014433	0	1.133312814	0.708	0.304	Elongating	2.014046594	2.319878758
Tcp11	0	1.131730804	0.909	0.625	Elongating	2.883518094	2.974075283
Cdc34	0	1.130602779	0.658	0.405	Elongating	2.012122899	2.383969025
1700020G17Rik	0	1.124826928	0.483	0.096	Elongating	1.35722395	1.942936341
Cdc14a	0	1.123815167	0.545	0.178	Elongating	1.564366666	2.071035095
Cypt3	0	1.12282768	0.654	0.293	Elongating	2.087540433	2.467723181
1700026L06Rik	0	1.122415369	0.81	0.38	Elongating	2.44885325	2.643089521
Gm10638	0	1.119591433	0.707	0.462	Elongating	2.15870029	2.471355662
Ankef1	0	1.111957386	0.768	0.394	Elongating	2.211600259	2.449334353
Prss55	0	1.111762719	0.517	0.136	Elongating	1.554339894	2.106429842
Psma6	0	1.110830386	0.91	0.654	Elongating	2.832053847	2.921078535
Gm15756	0	1.094484745	0.628	0.214	Elongating	1.748159895	2.146109484
Carhsp1	0	1.092017087	0.644	0.274	Elongating	1.843180862	2.225880984
Kctd16	0	1.091074032	0.533	0.189	Elongating	1.644811162	2.178741964
1700022A21Rik	0	1.091060339	0.578	0.188	Elongating	1.610445582	2.070920945
Phactr1	0	1.090863134	0.559	0.159	Elongating	1.564491547	2.049845095
1700031P21Rik	0	1.078358617	0.588	0.231	Elongating	1.692860629	2.14519892
Ccdc70	0	1.077998501	0.714	0.327	Elongating	2.163424742	2.467063317
Ccdc57	0	1.077871302	0.459	0.083	Elongating	1.302187807	1.922459346
BC055111	0	1.077792984	0.426	0.054	Elongating	1.227664317	1.897081372
Znrf4	0	1.077009944	0.654	0.292	Elongating	2.014679033	2.392104118
Gm9059	0	1.076317528	0.492	0.148	Elongating	1.408340674	1.984490681
4933402J07Rik	0	1.076264149	0.792	0.357	Elongating	2.307578139	2.519614949
Cypt1	0	1.075989423	0.604	0.307	Elongating	2.183828218	2.642202727
Skp2	0	1.075457687	0.508	0.109	Elongating	1.397551377	1.944579238
BC100451	0	1.075270112	0.732	0.377	Elongating	2.151067826	2.4311229
Mllt11	0	1.074915366	0.694	0.417	Elongating	1.952189061	2.273650167
4430402I18Rik	0	1.067910236	0.789	0.368	Elongating	2.30440601	2.520607014
Cdkn1c	0	1.065331587	0.462	0.082	Elongating	1.312633885	1.927942972
Usp12	0	1.065303662	0.515	0.163	Elongating	1.45234012	1.994683496
Lrrc8b	0	1.064698472	0.529	0.197	Elongating	1.484591073	2.008828708
Gm5617	0	1.064435217	0.987	0.746	Elongating	3.855635883	3.868780739
Ubxn6	0	1.06373689	0.891	0.644	Elongating	2.718718856	2.827365272
Ppm1a	0	1.063660327	0.632	0.304	Elongating	1.785210387	2.179913084
Mea1	0	1.060952189	0.878	0.627	Elongating	2.715295966	2.836817017
Fscn3	0	1.060396264	0.424	0.06	Elongating	1.197975292	1.865197692
Nrd1	0	1.059297877	0.884	0.642	Elongating	2.72105878	2.836796338
4930435E12Rik	0	1.057805769	0.469	0.106	Elongating	1.346738437	1.954841074
Cylc2	0	1.056401461	0.778	0.361	Elongating	2.47823324	2.711052645
Eef1d	0	1.055614111	0.863	0.597	Elongating	2.564771411	2.702019498
Sgms1	0	1.054580787	0.599	0.335	Elongating	1.672219024	2.107117353
4930407I10Rik	0	1.053103337	0.485	0.154	Elongating	1.705053461	2.330103108
1700016C15Rik	0	1.052474339	0.485	0.099	Elongating	1.494853322	2.096552185
Tmem247	0	1.052468638	0.825	0.365	Elongating	2.394990186	2.570998139
Paip2	0	1.052236894	0.869	0.622	Elongating	2.622045845	2.752839542
Zfp706	0	1.050928129	0.648	0.331	Elongating	1.822018507	2.197177869
Cyp2a12	0	1.049102306	0.397	0.034	Elongating	1.142293495	1.852221691
1700019N19Rik	0	1.047070284	0.781	0.403	Elongating	2.368100678	2.594922369
4930549C01Rik	0	1.046490248	0.427	0.054	Elongating	1.205708465	1.869122784
Gm14773	0	1.045091726	0.457	0.125	Elongating	1.318443771	1.945468327
Fscb	0	1.04055772	0.608	0.253	Elongating	1.775046255	2.203790316
Spa17	0	1.03095461	0.99	0.76	Elongating	3.926674274	3.936680618
Hmox2	0	1.0309159	0.817	0.556	Elongating	2.374740257	2.559438344
Stard10	0	1.02722258	0.733	0.358	Elongating	2.056028097	2.331563777
Klk1b26	0	1.027119418	0.386	0.044	Elongating	1.137330667	1.869923191
Lpin1	0	1.025268148	0.622	0.358	Elongating	1.798266776	2.208870334
Nqo2	0	1.023912035	0.419	0.061	Elongating	1.207775872	1.886803008
Ubl3	0	1.020658453	0.71	0.411	Elongating	1.975852373	2.27684209
Herpud2	0	1.014113721	0.468	0.131	Elongating	1.292782675	1.8949905
Rangap1	0	1.014004637	0.643	0.311	Elongating	1.79488556	2.17483067
Gm5941	0	1.009851192	0.554	0.246	Elongating	1.642094543	2.14294848
1700031F10Rik	0	1.005080508	0.401	0.053	Elongating	1.140891506	1.841215612
Cylc1	0	1.003964994	0.538	0.266	Elongating	1.806625274	2.347555861
Fam166a	0	1.002648705	0.559	0.194	Elongating	1.572837866	2.059036499
Ube2w	0	1.001041176	0.571	0.302	Elongating	1.578798204	2.046871045
4921536K21Rik	0	1.00023892	0.534	0.257	Elongating	1.469134081	1.983629146
Cep112	0	0.99965224	0.656	0.381	Elongating	1.964238177	2.336439504
Izumo2	0	0.996175955	0.736	0.324	Elongating	2.167470064	2.443522095
Ubr7	0	0.992584427	0.636	0.364	Elongating	1.86816183	2.26230277
Dydc2	0	0.992154545	0.393	0.051	Elongating	1.130591771	1.846429276
1700018C11Rik	0	0.991651634	0.752	0.343	Elongating	2.124820221	2.379711203
1700008P02Rik	0	0.989632079	0.382	0.04	Elongating	1.089049555	1.818028958
Arl2bp	0	0.989572044	0.792	0.57	Elongating	2.350984692	2.564624518
Dda1	0	0.98767491	0.564	0.272	Elongating	1.588257371	2.067267342
Gm5382	0	0.983360323	0.398	0.064	Elongating	1.132305986	1.837916546
Rnf38	0	0.983197303	0.611	0.37	Elongating	1.712550546	2.13274857
Tbc1d20	0	0.982242047	0.651	0.428	Elongating	1.827984835	2.199353013
Capza3	0	0.981711934	0.674	0.311	Elongating	2.004693898	2.354934379
Wdr64	0	0.977522003	0.513	0.165	Elongating	1.541416208	2.097959404
Plcz1	0	0.969849276	0.602	0.28	Elongating	1.716311112	2.14936661
Sppl2c	0	0.967602355	0.436	0.096	Elongating	1.22022624	1.868759232
Nupr1l	0	0.966691152	0.793	0.405	Elongating	2.321385783	2.532480029
Ubqln3	0	0.963679403	0.6	0.265	Elongating	1.667977204	2.099865737
Stard6	0	0.962941983	0.675	0.472	Elongating	1.954256717	2.300092268
Prkcd	0	0.962666301	0.433	0.082	Elongating	1.20257128	1.852241743
Sdccag3	0	0.951140985	0.648	0.426	Elongating	1.813211067	2.188251878
Asb8	0	0.95099805	0.492	0.171	Elongating	1.361104661	1.93169107
Arhgef6	0	0.949694596	0.378	0.065	Elongating	1.10661247	1.849894022
Vars	0	0.947147607	0.554	0.258	Elongating	1.567154213	2.060621317
Fam161a	0	0.944501256	0.684	0.439	Elongating	1.961821748	2.295779505
Aldoart2	0	0.941727741	0.637	0.3	Elongating	1.772949939	2.159657824
Tepp	0	0.940741236	0.508	0.154	Elongating	1.427510997	1.978871129
BC048507	0	0.939947692	0.488	0.159	Elongating	1.379865947	1.959079163
Klk1b9	0	0.933039097	0.348	0.039	Elongating	1.022310987	1.810590436
Stat4	0	0.932235397	0.665	0.316	Elongating	1.916379212	2.273936681
Jazf1	0	0.922220282	0.42	0.157	Elongating	1.248658219	1.933594308
1700020N15Rik	0	0.92121215	0.381	0.099	Elongating	1.120123689	1.859450919
Lrrc74a	0	0.918944407	0.452	0.173	Elongating	1.269378226	1.895740086
Plekhh2	0	0.918631834	0.419	0.163	Elongating	1.224914304	1.907813139
Dnaja4	0	0.917766841	0.6	0.284	Elongating	1.737696607	2.174837319
Gm16226	0	0.914723914	0.491	0.166	Elongating	1.454892979	2.039884115
Azin2	0	0.912096616	0.386	0.129	Elongating	1.177196529	1.919994749
Tuba4a	0	0.90910064	0.431	0.114	Elongating	1.230588248	1.890972791
1700023E05Rik	0	0.908751048	0.512	0.25	Elongating	1.46475926	2.014301369
BC061195	0	0.908491797	0.403	0.119	Elongating	1.141442769	1.838727508
Vsig1	0	0.900957309	0.433	0.156	Elongating	1.257993287	1.919261911
BC022687	0	0.89917293	0.429	0.161	Elongating	1.20211121	1.860885926
Prkcq	0	0.898835074	0.436	0.176	Elongating	1.274872275	1.933678696
Irgc1	0	0.89129873	0.48	0.199	Elongating	1.366502966	1.9590437
1700034G24Rik	0	0.885716475	0.344	0.042	Elongating	0.9932226	1.781145854
Gm14285	0	0.877390502	0.378	0.069	Elongating	1.077449417	1.812362623
Mtfr1	0	0.876518953	0.664	0.453	Elongating	1.867960951	2.224366264
1700003E24Rik	0	0.876091218	0.386	0.114	Elongating	1.095061511	1.816684377
Osgin1	0	0.875622776	0.43	0.103	Elongating	1.193276577	1.847235583
Prr30	0	0.87558237	0.532	0.238	Elongating	1.475545097	1.994002692
Gm6657	0	0.872226996	0.46	0.2	Elongating	1.352523625	1.978958344
Fabp12	0	0.868866556	0.458	0.194	Elongating	1.294106188	1.914667918
Ppapdc2	0	0.868465022	0.391	0.093	Elongating	1.129348658	1.848137251
RP23-431M7.2	0	0.867965931	0.328	0.031	Elongating	0.9403478	1.750013128
Ttc7	0	0.862338646	0.36	0.074	Elongating	1.063938295	1.836477866
Fam46c	0	0.860455125	0.637	0.417	Elongating	1.792193373	2.180572831
Fam53c	0	0.85892789	0.482	0.22	Elongating	1.358980979	1.945501548
Gm6812	0	0.854824211	0.344	0.084	Elongating	1.013857251	1.808677516
Rundc3a	0	0.850354359	0.339	0.09	Elongating	1.007159128	1.812485292
Prss51	0	0.849538407	0.335	0.063	Elongating	1.056466602	1.887666445
Ube2g2	0	0.847273827	0.431	0.17	Elongating	1.24041358	1.902746417
Ttll10	0	0.846434398	0.517	0.233	Elongating	1.425023544	1.962051472
1700120K04Rik	0	0.846366669	0.36	0.096	Elongating	1.03929633	1.805440258
Gm12970	0	0.842355344	0.308	0.027	Elongating	0.905379854	1.756055113
Odf3b	0	0.840280531	0.325	0.038	Elongating	0.935306321	1.751988746
Usp50	0	0.838102971	0.551	0.27	Elongating	1.58630894	2.085565573
Trp53tg5	0	0.836479448	0.416	0.13	Elongating	1.533054778	2.276273853
Tmem194b	0	0.834256518	0.344	0.086	Elongating	1.007733398	1.80026642
Lemd1	0	0.833308472	0.414	0.133	Elongating	1.185019503	1.869964058
Spata24	0	0.832058216	0.903	0.69	Elongating	3.067403121	3.164588645
Saxo1os	0	0.83161898	0.358	0.092	Elongating	1.033044679	1.799816296
Cst13	0	0.826913779	0.37	0.147	Elongating	1.597415838	2.456469697
Csnka2ip	0	0.82612242	0.41	0.163	Elongating	1.165301685	1.854576811
Ctag2	0	0.824480343	0.432	0.199	Elongating	1.268053847	1.933341558
Ptp4a1	0	0.822247761	0.368	0.105	Elongating	1.035110564	1.779558969
Zcchc13	0	0.821749673	0.383	0.145	Elongating	1.104788974	1.835196605
Gm16279	0	0.819860191	0.318	0.052	Elongating	0.92857337	1.760357295
4921530L21Rik	0	0.816435955	0.361	0.149	Elongating	1.373592608	2.214813923
Ppp1r11	0	0.814390594	0.858	0.645	Elongating	2.578788543	2.720627253
Gm4984	0	0.808341354	0.394	0.15	Elongating	1.20816518	1.93906406
RP24-89O12.3	0	0.807069403	0.377	0.164	Elongating	1.247138653	2.024869647
Pdpk1	0	0.806020573	0.505	0.296	Elongating	1.546435596	2.118472926
Actl11	0	0.800308321	0.346	0.105	Elongating	0.997652689	1.784067191
Gm7008	0	0.799774684	0.442	0.237	Elongating	1.244256183	1.88578945
Zdbf2	0	0.7990033	0.596	0.374	Elongating	1.702018884	2.143116225
Selk	0	0.794923972	0.61	0.365	Elongating	1.688813899	2.108068662
BC048671	0	0.792385801	0.504	0.233	Elongating	1.402926533	1.95814974
4930442L01Rik	0	0.792130587	0.398	0.165	Elongating	1.132453905	1.839061346
1700125H03Rik	0	0.790824485	0.333	0.056	Elongating	0.955304113	1.757328281
Ccdc136	0	0.790709675	0.974	0.76	Elongating	3.58986837	3.615260067
Slc25a37	0	0.788051195	0.345	0.085	Elongating	1.000775279	1.790009492
Atad1	0	0.786138743	0.513	0.268	Elongating	1.42326337	1.966642688
Syce2	0	0.784801942	0.61	0.354	Elongating	1.749311738	2.173111737
Mfap3l	0	0.784350546	0.439	0.216	Elongating	1.281807985	1.935678604
Hrasls5	0	0.781575986	0.947	0.682	Elongating	3.109661453	3.161797088
Prdx4	0	0.778321992	0.626	0.334	Elongating	1.833365681	2.23954175
Lypla1	0	0.777874062	0.39	0.167	Elongating	1.125291419	1.847004785
Klhl10	0	0.767470192	0.591	0.302	Elongating	1.639997065	2.083367801
Fabp9	0	0.765450235	0.99	0.776	Elongating	4.094287221	4.104023324
Noxred1	0	0.753543101	0.311	0.06	Elongating	0.923010092	1.770692302
Pmis2	0	0.753393717	0.549	0.26	Elongating	1.592473617	2.095491282
4930584F24Rik	0	0.749511849	0.46	0.232	Elongating	1.31073935	1.929096036
Prss37	0	0.748915728	0.36	0.119	Elongating	1.294808437	2.122682338
4930527E20Rik	0	0.744052373	0.268	0.032	Elongating	0.815885852	1.740689312
1700052I22Rik	0	0.742623425	0.394	0.19	Elongating	1.190011275	1.917839193
Gprc5b	0	0.74180422	0.377	0.124	Elongating	1.08649582	1.82517183
RP24-303G10.2	0	0.740157694	0.294	0.049	Elongating	0.854827232	1.723088104
Rasa3	0	0.735259336	0.323	0.096	Elongating	0.943646126	1.768751833
4933421O10Rik	0	0.732553074	0.478	0.262	Elongating	1.339783727	1.930877898
Rsf1os1	0	0.723176688	0.265	0.035	Elongating	0.796853106	1.722683061
Abhd16b	0	0.722548821	0.305	0.063	Elongating	0.874233282	1.719836294
4921517D22Rik	0	0.721925678	0.297	0.055	Elongating	0.881402416	1.751522239
Sord	0	0.714693456	0.881	0.652	Elongating	2.734227961	2.853627441
Prss52	0	0.714273419	0.289	0.088	Elongating	1.051835795	2.008508332
Ctnna3	0	0.712446682	0.306	0.104	Elongating	0.892490385	1.742589377
Trim17	0	0.70914983	0.449	0.221	Elongating	1.321979486	1.964559213
Vwa3b	0	0.7071148	0.629	0.397	Elongating	1.760006117	2.157064996
Gm15350	0	0.69743003	0.259	0.035	Elongating	0.76570726	1.695072281
Wwp2	0	0.697343815	0.324	0.095	Elongating	0.921820389	1.736290337
4930538K18Rik	0	0.694294684	0.258	0.033	Elongating	0.762072092	1.692391653
